hash,id,time,timeDiff,device,filesizeGib,pattern,patternDetails,rate,threadRate,expRate,writePercent,writeMibs,readMibs,writes,reads,fdatasyncs,rmin,r10p,r20p,r25p,r30p,r40p,r50p,r60p,r70p,r75p,r80p,r85p,r90p,r92p5,r95p,r97p5,r99p,r99p5,r99p9,r99p99,r99p999,rmax,wmin,w10p,w20p,w25p,w30p,w40p,w50p,w60p,w70p,w75p,w80p,w85p,w90p,w92p5,w95p,w97p5,w99p,w99p5,w99p9,w99p99,w99p999,wmax,smin,s10p,s20p,s25p,s30p,s40p,s50p,s60p,s70p,s75p,s80p,s85p,s90p,s92p5,s95p,s97p5,s99p,s99p5,s99p9,s99p99,s99p999,smax
2024-08-12-14-24-46,5,220,20.000015,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.249966,0.400000,11848.140625,114.349915,0.000000,728,1752,2269,2496,2714,3072,3416,3749,4149,4405,4689,4987,5423,5773,6167,6886,7738,8249,9565,10255,10255,10322,1177,2740,4276,4731,5053,5543,5960,6353,6794,7053,7360,7719,8195,8516,8953,9643,10472,11022,12164,14428,15691,15755,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,240,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.549999,0.450000,11917.650391,119.400002,0.000000,392,1694,2219,2499,2740,3088,3391,3724,4122,4387,4694,4988,5509,5795,6311,7151,7915,8183,9865,10502,10502,10654,1290,2725,4247,4736,5064,5561,5980,6362,6791,7047,7347,7711,8198,8530,8968,9672,10514,11041,12091,13591,14751,14769,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,260,19.999985,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.550037,0.450000,11919.109375,117.650093,0.000000,574,1752,2263,2513,2726,3090,3440,3795,4210,4460,4761,5074,5548,5871,6274,6870,7518,7899,8753,9316,9316,9350,1317,2745,4308,4722,5031,5541,5958,6358,6793,7052,7355,7713,8191,8518,8957,9619,10398,10928,12024,13098,13522,13648,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,280,20.000031,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,45.999931,0.449999,11785.782227,121.049812,0.000000,579,1771,2306,2531,2739,3130,3467,3808,4206,4480,4754,5102,5582,5886,6396,6985,7727,8201,9107,9821,9821,10135,1330,2836,4332,4717,5019,5516,5951,6352,6792,7033,7328,7686,8164,8493,8933,9598,10327,10839,12138,13489,14984,14993,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,300,19.999969,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.650070,0.450001,11949.568359,120.900185,0.000000,688,1714,2276,2520,2739,3071,3377,3702,4113,4329,4641,4962,5419,5804,6206,7008,7838,8367,9489,10210,10210,10447,1192,2713,4319,4707,5009,5482,5888,6288,6725,6980,7262,7633,8122,8455,8919,9606,10421,10973,12100,13401,14642,15149,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,320,20.000031,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.249931,0.449999,11848.532227,124.999809,0.000000,659,1752,2304,2537,2759,3124,3451,3809,4237,4494,4849,5142,5570,5806,6190,6803,7447,7996,9243,10003,10003,10324,1365,2769,4295,4718,5035,5531,5958,6380,6838,7106,7409,7756,8206,8516,8909,9539,10296,10835,11855,12950,13561,13780,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,340,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.049999,0.450000,11801.150391,118.349998,0.000000,569,1770,2369,2580,2770,3127,3484,3868,4313,4562,4866,5202,5703,5998,6463,7137,8004,8487,9883,10883,10883,11322,1212,2814,4387,4749,5037,5514,5932,6344,6792,7061,7365,7747,8253,8589,9038,9735,10643,11283,12490,14045,14459,14633,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,360,19.999969,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,45.750069,0.450001,11714.667969,116.900177,0.000000,620,1799,2341,2588,2798,3161,3499,3887,4329,4550,4827,5182,5601,5958,6435,7082,7939,8519,9713,10349,10349,10613,1320,2893,4448,4817,5112,5593,5994,6386,6825,7077,7373,7727,8220,8556,8975,9650,10592,11278,12706,14248,15170,15307,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,380,20.000031,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.849930,0.449999,11998.681641,120.749817,0.000000,229,1737,2285,2478,2671,3035,3376,3722,4160,4422,4728,5091,5577,5864,6260,6833,7547,8522,9212,9937,9937,10304,1097,2813,4317,4691,4979,5460,5866,6264,6727,6995,7304,7667,8119,8425,8805,9452,10343,10995,12110,13021,13781,13825,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,400,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.299999,0.450000,11853.000000,119.099998,0.000000,681,1732,2329,2579,2762,3137,3488,3843,4267,4515,4866,5193,5615,5940,6396,6991,7827,8464,9233,10281,10281,10900,1309,2762,4304,4727,5038,5532,5962,6366,6821,7085,7398,7776,8281,8616,9061,9738,10545,11147,12286,13511,14029,14534,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,420,19.999969,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,45.800072,0.450001,11731.517578,117.300179,0.000000,778,1725,2225,2488,2717,3106,3463,3814,4284,4487,4763,5152,5603,5866,6259,7031,7968,8325,8922,9787,9787,11354,1392,2666,4225,4721,5077,5611,6049,6451,6895,7162,7450,7814,8272,8589,9015,9683,10478,11030,12194,13263,13907,14076,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,440,20.000031,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,45.749931,0.449999,11722.832031,120.999817,0.000000,537,1695,2241,2475,2709,3087,3417,3799,4245,4495,4817,5155,5660,6040,6437,7099,8084,8662,9347,9508,9508,10575,1197,2713,4209,4656,4984,5512,5974,6408,6895,7177,7512,7912,8425,8763,9222,9942,10800,11407,12751,14437,14792,14882,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,460,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.150002,0.450000,11819.250000,119.250000,0.000000,690,1657,2177,2428,2636,3028,3398,3751,4180,4458,4773,5227,5658,6018,6415,7162,7972,8642,9698,10165,10165,10184,1157,2732,4192,4665,4998,5522,5974,6420,6919,7217,7561,7972,8502,8855,9298,10036,10921,11459,12771,13902,14310,14617,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,480,19.999969,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,45.700069,0.450001,11707.917969,115.450172,0.000000,542,1597,2170,2418,2669,3136,3511,3896,4323,4593,4890,5282,5746,6079,6401,7063,7954,9078,9883,9971,9971,11373,1407,2626,4152,4741,5117,5650,6067,6476,6929,7192,7491,7858,8353,8676,9106,9782,10573,11139,12538,13823,14523,14685,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,500,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.150002,0.400000,11823.000000,113.849998,0.000000,609,1697,2184,2485,2736,3101,3449,3811,4298,4538,4811,5162,5663,5994,6460,6997,7645,8132,9252,9508,9508,9525,1316,2635,4126,4686,5059,5594,6032,6445,6885,7144,7452,7825,8303,8623,9041,9683,10396,10934,11935,13288,13829,13859,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,520,20.000031,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,45.949928,0.449999,11770.332031,121.899811,0.000000,386,1695,2209,2464,2694,3073,3411,3794,4226,4519,4812,5165,5675,5985,6415,6946,7627,8319,9178,9372,9372,10861,1361,2731,4300,4757,5068,5577,6005,6411,6881,7149,7456,7827,8316,8644,9085,9768,10536,11037,12371,13647,14993,15027,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,540,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.549999,0.450000,11925.500000,118.500000,0.000000,743,1724,2249,2537,2710,3055,3396,3757,4125,4340,4582,4950,5414,5738,6152,6876,7670,8109,9390,10065,10065,11081,1403,2900,4391,4753,5031,5501,5922,6311,6735,6983,7270,7625,8111,8433,8872,9545,10480,11107,12515,13244,13633,13719,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,560,19.999939,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,45.850140,0.450001,11748.736328,117.100357,0.000000,362,1655,2126,2372,2662,3076,3446,3823,4293,4541,4770,5096,5532,5852,6293,6954,7782,8136,10407,10685,10685,10973,1250,2636,3932,4594,5004,5590,6061,6502,6984,7263,7589,7967,8471,8799,9244,9982,10913,11516,12755,14045,15185,15368,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,580,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.250000,0.450000,11842.900391,119.849998,0.000000,594,1684,2276,2520,2749,3111,3440,3779,4142,4381,4688,5026,5474,5763,6133,6800,7447,7901,8724,9828,9828,9909,1387,2689,4285,4774,5103,5610,6025,6425,6857,7112,7404,7746,8206,8500,8903,9554,10348,10830,11886,13318,15909,16153,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,600,20.000061,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,45.549862,0.449999,11662.114258,120.699631,0.000000,823,1785,2369,2587,2808,3166,3499,3866,4278,4500,4746,5084,5529,5809,6174,6702,7407,7832,9092,9918,9918,10588,1440,2828,4406,4810,5114,5610,6024,6425,6862,7118,7393,7736,8183,8479,8864,9508,10333,10878,12035,13183,14132,14160,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,620,19.999939,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.650143,0.450001,11944.936523,118.350365,0.000000,483,1737,2282,2523,2744,3080,3404,3746,4182,4421,4644,4980,5351,5619,5973,6610,7531,7937,8713,9258,9258,9984,1259,2761,4386,4777,5073,5541,5948,6330,6749,6994,7265,7610,8043,8332,8733,9335,10088,10557,11660,13004,13612,13631,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,640,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.700001,0.450000,11962.549805,119.550003,0.000000,790,1698,2307,2543,2767,3107,3492,3835,4254,4483,4707,5027,5431,5680,6062,6618,7452,7843,8353,10198,10198,11130,1244,2795,4397,4756,5038,5517,5935,6326,6750,6992,7260,7585,8019,8305,8668,9264,9981,10505,11549,13100,14152,14555,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,660,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.049999,0.450000,11800.000000,121.050003,0.000000,807,1799,2399,2628,2817,3133,3445,3761,4190,4420,4673,5027,5512,5729,6126,6718,7260,7753,8739,9315,9315,9798,1394,2855,4442,4838,5142,5610,6008,6393,6823,7078,7366,7724,8166,8478,8870,9484,10201,10730,11914,13684,14540,14728,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,680,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.150002,0.450000,11823.349609,118.550003,0.000000,510,1679,2244,2508,2805,3192,3556,3897,4297,4518,4772,5099,5541,5846,6287,6746,7502,8027,8720,9458,9458,9593,1253,2641,4122,4693,5101,5670,6119,6532,6983,7240,7522,7864,8318,8612,9006,9633,10407,10949,12181,13904,14969,15127,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,700,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.599998,0.450000,11937.450195,120.050003,0.000000,363,1824,2375,2597,2827,3162,3529,3845,4237,4443,4663,4972,5319,5647,6078,6573,7365,7856,8681,9105,9105,10166,1341,3030,4453,4778,5055,5532,5943,6332,6740,6985,7261,7595,8032,8328,8716,9373,10124,10616,11669,12565,13194,13206,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,720,20.000061,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.399857,0.449999,11884.863281,119.899635,0.000000,590,1724,2301,2543,2756,3121,3430,3769,4157,4389,4666,4957,5315,5625,5993,6548,7170,7696,8949,9921,9921,10362,1189,2910,4433,4809,5104,5570,5981,6371,6788,7028,7308,7644,8083,8377,8749,9341,10024,10514,11501,13098,14335,14347,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,740,19.999939,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,45.650139,0.450001,11692.685547,118.100357,0.000000,600,1758,2308,2555,2793,3161,3481,3855,4232,4465,4753,5086,5548,5900,6308,6875,7718,8093,8905,9168,9168,10006,1229,2770,4413,4831,5142,5638,6050,6438,6878,7141,7432,7799,8279,8589,9002,9634,10332,10863,11906,14655,15997,16075,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,760,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.400002,0.450000,11890.250000,120.000000,0.000000,607,1841,2422,2645,2811,3149,3465,3772,4142,4362,4589,4896,5288,5519,5917,6426,7322,7627,8255,8351,8351,8818,1440,3054,4481,4809,5072,5509,5904,6288,6691,6927,7194,7523,7947,8224,8591,9177,9907,10459,11808,13046,13417,13650,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,780,20.000061,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.249859,0.449999,11843.463867,123.599625,0.000000,819,1768,2354,2588,2795,3150,3454,3784,4185,4421,4652,4952,5312,5539,5877,6485,7203,7714,8788,8976,8976,9568,1337,2809,4412,4797,5087,5573,5976,6360,6773,7011,7287,7623,8061,8375,8755,9350,10050,10536,11540,13004,13439,13444,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,800,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.250000,0.450000,11851.450195,120.599998,0.000000,575,1698,2264,2541,2765,3148,3485,3833,4263,4507,4786,5081,5515,5847,6213,6769,7489,7878,8494,9239,9239,9926,1241,2766,4309,4758,5094,5614,6025,6420,6848,7091,7382,7716,8165,8452,8823,9400,10104,10621,11804,13521,15585,16236,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,820,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.000000,0.450000,11784.099609,124.099998,0.000000,641,1807,2376,2612,2831,3191,3509,3880,4249,4520,4792,5130,5601,5818,6133,6588,7274,7619,8198,8780,8780,8816,1439,2816,4491,4886,5195,5663,6060,6445,6873,7120,7393,7727,8144,8412,8771,9327,10045,10587,11627,13036,13703,13803,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,840,19.999939,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.750141,0.450001,11973.636719,120.300369,0.000000,695,1916,2468,2670,2833,3174,3500,3803,4161,4389,4657,4964,5308,5545,5921,6467,7289,7875,8347,8758,8758,9361,1375,3483,4537,4812,5042,5447,5818,6194,6610,6845,7105,7418,7836,8111,8474,9030,9717,10168,11200,12302,13147,13204,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,860,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,47.000000,0.450000,12037.700195,119.800003,0.000000,534,1854,2431,2611,2804,3158,3465,3815,4203,4410,4621,4957,5334,5608,5979,6470,7002,7389,7921,7974,7974,9420,1183,3395,4530,4810,5055,5473,5844,6200,6600,6841,7095,7411,7824,8105,8480,9050,9769,10218,11279,12385,12989,13078,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,880,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.799999,0.450000,11982.900391,122.550003,0.000000,581,1943,2491,2680,2856,3171,3458,3780,4150,4351,4553,4818,5170,5379,5717,6314,7065,7637,8638,9233,9233,10069,1243,3539,4577,4851,5087,5498,5861,6221,6619,6842,7097,7385,7769,8030,8393,8982,9665,10156,11138,12286,12738,12827,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,900,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,47.150002,0.450000,12077.599609,118.199997,0.000000,744,1945,2428,2617,2787,3071,3381,3714,4077,4266,4515,4842,5245,5495,5888,6492,7074,7813,8567,9596,9596,11095,1306,3630,4514,4765,4984,5376,5723,6073,6468,6694,6949,7268,7686,7949,8304,8935,9733,10287,11417,12895,13249,13485,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,920,20.000122,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,45.949718,0.449997,11769.177734,116.049294,0.000000,740,1875,2419,2641,2810,3124,3451,3809,4181,4414,4696,5017,5479,5765,6089,6777,7663,8376,9103,9317,9317,9982,1398,3286,4592,4895,5142,5575,5958,6334,6751,6991,7275,7613,8050,8343,8725,9336,10106,10559,11687,12840,13722,13921,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,940,19.999878,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.150280,0.450003,11823.872070,120.300735,0.000000,677,1745,2306,2546,2779,3137,3448,3800,4146,4320,4571,4893,5277,5613,5987,6594,7326,7867,8803,9037,9037,9629,1133,2940,4522,4879,5154,5588,5966,6324,6726,6953,7220,7544,7971,8254,8607,9205,9912,10408,11481,13455,14403,14645,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,960,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.700001,0.450000,11962.049805,120.000000,0.000000,725,1902,2417,2625,2800,3104,3397,3739,4101,4306,4530,4832,5203,5445,5778,6299,6985,7420,8571,8782,8782,8782,1390,3555,4521,4791,5020,5426,5796,6153,6550,6775,7040,7356,7759,8037,8404,8971,9645,10103,11393,12545,13119,13196,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-14-24-46,5,980,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",200000.000000,24000.000000,1,0.990000,46.549999,0.450000,11924.099609,117.949997,0.000000,619,1868,2428,2629,2794,3132,3415,3733,4145,4364,4592,4897,5258,5547,5915,6428,6868,7252,8266,8290,8290,8431,1285,3318,4546,4828,5066,5476,5838,6194,6606,6839,7100,7412,7827,8102,8483,9071,9725,10200,11391,12967,13764,14225,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
